gene,celltype,driver_score,evidence_count,n_trajectories,gene_category,DREM_score,dynamic_score,rank
PHTF1,CD4+ T,0.001375,1,3,other,0.0,0.0034,374
INPP4B,CD4+ T,0.001356,1,3,other,0.0,0.0034,375
SEPTIN2,CD4+ T,0.001348,1,3,other,0.0,0.0034,376
JPT1,CD4+ T,0.001348,1,3,other,0.0,0.0034,377
S100A8,CD4+ T,0.001339,1,3,other,0.0,0.0033,378
CAMK1D,CD4+ T,0.001335,1,3,other,0.0,0.0033,379
ATF7IP2,CD4+ T,0.00133,1,3,other,0.0,0.0033,380
TSC22D1,CD4+ T,0.001319,1,3,other,0.0,0.0033,381
CENPU,CD4+ T,0.001317,1,3,other,0.0,0.0033,382
TPM1,CD4+ T,0.001315,1,3,other,0.0,0.0033,383
ESYT2,CD4+ T,0.001315,1,3,other,0.0,0.0033,384
FAM172A,CD4+ T,0.001276,1,3,other,0.0,0.0032,385
DANCR,CD4+ T,0.001268,1,3,other,0.0,0.0032,386
DNAJC6,CD4+ T,0.001248,1,3,other,0.0,0.0031,387
FTH1,CD4+ T,0.001248,1,3,other,0.0,0.0031,388
ZBTB16,CD4+ T,0.001243,1,3,tf,0.0,0.0024,389
SLC39A11,CD4+ T,0.001236,1,3,other,0.0,0.0031,390
FCER1A,CD4+ T,0.001229,1,3,other,0.0,0.0031,391
GRB10,CD4+ T,0.001227,1,3,other,0.0,0.0031,392
EXOC6,CD4+ T,0.001221,1,3,other,0.0,0.0031,393
ZNF609,CD4+ T,0.001193,1,3,other,0.0,0.003,394
TRIM24,CD4+ T,0.001192,1,3,other,0.0,0.003,395
UBE2S,CD4+ T,0.001188,1,3,other,0.0,0.003,396
TLE5,CD4+ T,0.001187,1,3,other,0.0,0.003,397
SNHG5,CD4+ T,0.001169,1,3,other,0.0,0.0029,398
HACD1,CD4+ T,0.001155,1,3,other,0.0,0.0029,399
ZNRF1,CD4+ T,0.001151,1,3,other,0.0,0.0029,400
INPP5D,CD4+ T,0.001147,1,3,other,0.0,0.0029,401
RYR3,CD4+ T,0.001143,1,3,other,0.0,0.0029,402
ITFG1,CD4+ T,0.001086,1,3,other,0.0,0.0027,403
LTB,CD4+ T,0.001085,1,3,other,0.0,0.0027,404
ANGPT1,CD4+ T,0.001081,1,3,other,0.0,0.0027,405
UVRAG,CD4+ T,0.00108,1,3,other,0.0,0.0027,406
PPP3CA,CD4+ T,0.001071,1,3,other,0.0,0.0027,407
TRAPPC9,CD4+ T,0.001066,1,3,other,0.0,0.0027,408
